StateName,DistrictName,BlockName,Season,Sector,Category,Crop,QueryType,QueryText,CreatedOn,year,month
TELANGANA,KARIMNAGAR,PAUNI,NA,HORTICULTURE,Others,Others,Plant Protection,FAMER ASKED ABOUT How to store turmeric rhizomes?,2025-02-21T13:28:00,2025,2
MADHYA PRADESH,UJJAIN,PUSAD,NA,AGRICULTURE,Others,Others,Nutrient Management,Farmer asked about government subsidy for Green gram?,2025-03-23T09:19:00,2025,3
MADHYA PRADESH,INDORE,PAUNI,NA,AGRICULTURE,Others,Others,Market,FARMER ASKED ABOUT STATUS OF PRADHANMANTRI KISAN SANMAN NIDHI YOJANA ?,2025-01-31T22:35:00,2025,1
TELANGANA,KARIMNAGAR,MOHADI,NA,HORTICULTURE,Others,Others,Weather,Farmer asked about sowing time of Watermelon?,2025-02-07T13:50:00,2025,2
MAHARASHTRA,AKOLA,RALEGAON,NA,AGRICULTURE,Others,Others,Seeds,FARMER ASKED ABOUT MARKET RATE OF BENGAL GRAM?,2025-01-16T16:23:00,2025,1
UTTAR PRADESH,LUCKNOW,PAUNI,NA,HORTICULTURE,Others,Others,Government Schemes,FARMER ASKED ABOUT FARMER ID CARD PROBLEM?,2025-02-02T14:15:00,2025,2
MAHARASHTRA,NAGPUR,PUSAD,NA,AGRICULTURE,Others,Others,Nutrient Management,Farmer asked about weather impact on Soybean?,2025-03-19T02:12:00,2025,3
UTTAR PRADESH,KANPUR,PUSAD,NA,AGRICULTURE,Others,Others,Market,FARMER ASKED ABOUT MARKET INFORMATION OF SOYBEAN CROP FROM WARDHA MARKET ?,2025-01-16T10:48:00,2025,1
MAHARASHTRA,LATUR,UMARKHED,NA,HORTICULTURE,Others,Others,Nutrient Management,Farmer asked about suitable variety for Maize?,2025-03-03T08:36:00,2025,3
KARNATAKA,BELAGAVI,UMARKHED,NA,AGRICULTURE,Others,Others,Market,Farmer asked about irrigation schedule for Maize?,2025-01-24T06:29:00,2025,1
MADHYA PRADESH,INDORE,MOHADI,NA,AGRICULTURE,Others,Others,Government Schemes,"FARMER ASKED ABOUT SPRAY FOR CONTROL OF APHIDS, JASSIDS, THRIPS, WHITEFLY ATTACK ON CROP ?",2025-02-14T05:25:00,2025,2
KARNATAKA,BELAGAVI,PUSAD,NA,HORTICULTURE,Others,Others,Seeds,Farmer asked about weather impact on Bengal gram?,2025-02-13T13:37:00,2025,2
TELANGANA,WARANGAL,UMARKHED,NA,AGRICULTURE,Others,Others,Market,FARMER ASKED ABOUT MARKET RATE OF TUR IN LATUR MARKET?,2025-02-23T13:01:00,2025,2
UTTAR PRADESH,LUCKNOW,SAKOLI,NA,AGRICULTURE,Others,Others,Market,FARMER ASKED ABOUT STATUS OF PRADHANMANTRI KISAN SANMAN NIDHI YOJANA ?,2025-03-08T16:19:00,2025,3
KARNATAKA,MYSURU,RALEGAON,NA,AGRICULTURE,Others,Others,Nutrient Management,Farmer asked about fertilizer dose for Bengal gram?,2025-02-07T05:03:00,2025,2
MADHYA PRADESH,INDORE,UMARKHED,NA,AGRICULTURE,Others,Others,Plant Protection,Farmer asked about weed management in Turmeric?,2025-03-08T01:05:00,2025,3
MADHYA PRADESH,UJJAIN,PAUNI,NA,HORTICULTURE,Others,Others,Weather,Farmer asked about irrigation schedule for Green gram?,2025-02-19T22:41:00,2025,2
KARNATAKA,HUBBALLI,SAKOLI,NA,AGRICULTURE,Others,Others,Weather,FARMER ASKED ABOUT FERTILIZER DOSES FOR CITRUS CROP ?,2025-01-13T21:38:00,2025,1
TELANGANA,KARIMNAGAR,UMARKHED,NA,HORTICULTURE,Others,Others,Plant Protection,Farmer asked about crop insurance for Soybean?,2025-01-08T18:38:00,2025,1
UTTAR PRADESH,KANPUR,PAUNI,NA,AGRICULTURE,Others,Others,Weather,FARMER ASKED ABOUT DRIP IRRIGATION SCHEMES ?,2025-02-08T04:57:00,2025,2
KARNATAKA,MYSURU,RALEGAON,NA,AGRICULTURE,Others,Others,Nutrient Management,FARMER ASKED ABOUT CONTROL OF BLIGHT ATTACK ON PADDY CROP ?,2025-02-06T21:11:00,2025,2
MAHARASHTRA,AKOLA,UMARKHED,NA,AGRICULTURE,Others,Others,Government Schemes,Farmer asked about suitable variety for Watermelon?,2025-02-09T00:06:00,2025,2
TELANGANA,WARANGAL,PAUNI,NA,HORTICULTURE,Others,Others,Weather,FARMER ASKED ABOUT MARKET RATE OF TURMERIC CROP?,2025-02-12T04:02:00,2025,2
UTTAR PRADESH,MEERUT,UMARKHED,NA,AGRICULTURE,Others,Others,Weather,FARMER ASKED ABOUT KISAN CREDIT CARD?,2025-02-15T06:25:00,2025,2
KARNATAKA,BELAGAVI,PUSAD,NA,AGRICULTURE,Others,Others,Nutrient Management,Farmer asked about suitable variety for Wheat?,2025-03-05T10:38:00,2025,3
KARNATAKA,MYSURU,SAKOLI,NA,HORTICULTURE,Others,Others,Weather,FARMER ASKED ABOUT MARKET RATE OF TURMERIC CROP?,2025-02-12T21:23:00,2025,2
MADHYA PRADESH,BHOPAL,MOHADI,NA,AGRICULTURE,Others,Others,Plant Protection,Farmer asked about crop insurance for Sugarcane?,2025-03-11T08:37:00,2025,3
TELANGANA,WARANGAL,RALEGAON,NA,AGRICULTURE,Others,Others,Government Schemes,Farmer asked about fertilizer dose for Watermelon?,2025-01-27T22:23:00,2025,1
MADHYA PRADESH,BHOPAL,MOHADI,NA,HORTICULTURE,Others,Others,Seeds,FARMER ASKED ABOUT MARKET RATE OF GREEN GRAM IN PUSAD MARKET ?,2025-02-28T19:38:00,2025,2
KARNATAKA,BELAGAVI,RALEGAON,NA,AGRICULTURE,Others,Others,Plant Protection,Farmer asked about weed management in Cotton?,2025-03-01T04:31:00,2025,3
UTTAR PRADESH,MEERUT,UMARKHED,NA,HORTICULTURE,Others,Others,Government Schemes,FARMER ASKED ABOUT SOWING TIME TURMERIC CROP?,2025-02-16T12:55:00,2025,2
UTTAR PRADESH,MEERUT,UMARKHED,NA,AGRICULTURE,Others,Others,Government Schemes,Farmer asked about sowing time of Bengal gram?,2025-03-12T00:06:00,2025,3
UTTAR PRADESH,LUCKNOW,UMARKHED,NA,HORTICULTURE,Others,Others,Government Schemes,Farmer asked about market rate of Maize?,2025-02-06T02:37:00,2025,2
MAHARASHTRA,AKOLA,PUSAD,NA,AGRICULTURE,Others,Others,Weather,FARMER ASKED ABOUT STATUS OF PRADHANMANTRI KISAN SANMAN NIDHI YOJANA ?,2025-03-22T08:18:00,2025,3
MADHYA PRADESH,INDORE,RALEGAON,NA,AGRICULTURE,Others,Others,Nutrient Management,Farmer asked query on Weather,2025-02-17T23:42:00,2025,2
TELANGANA,WARANGAL,PUSAD,NA,AGRICULTURE,Others,Others,Nutrient Management,Farmer asked about pest control in Groundnut?,2025-01-11T02:31:00,2025,1
UTTAR PRADESH,LUCKNOW,MOHADI,NA,AGRICULTURE,Others,Others,Market,Farmer asked about weed management in Pigeon pea?,2025-02-14T01:08:00,2025,2
MAHARASHTRA,YAVATMAL,RALEGAON,NA,HORTICULTURE,Others,Others,Plant Protection,Farmer asked about sowing time of Onion?,2025-02-19T08:12:00,2025,2
MAHARASHTRA,NAGPUR,PUSAD,NA,HORTICULTURE,Others,Others,Nutrient Management,FARMER ASKED ABOUT STATUS OF PRADHANMANTRI KISAN SANMAN NIDHI YOJANA ?,2025-02-28T06:07:00,2025,2
MADHYA PRADESH,UJJAIN,RALEGAON,NA,HORTICULTURE,Others,Others,Seeds,Farmer asked about disease management in Soybean?,2025-02-22T20:36:00,2025,2
TELANGANA,KARIMNAGAR,UMARKHED,NA,AGRICULTURE,Others,Others,Weather,Farmer asked query on Weather,2025-01-11T00:01:00,2025,1
MAHARASHTRA,LATUR,UMARKHED,NA,AGRICULTURE,Others,Others,Market,FARMER ASKED ABOUT HARVESTIN TIME OF GROUNDNUT?,2025-01-03T04:27:00,2025,1
KARNATAKA,MYSURU,RALEGAON,NA,AGRICULTURE,Others,Others,Seeds,Farmer asked about sowing time of Rice?,2025-03-16T11:21:00,2025,3
MAHARASHTRA,YAVATMAL,PUSAD,NA,HORTICULTURE,Others,Others,Nutrient Management,Farmer asked about weather impact on Bengal gram?,2025-01-06T23:13:00,2025,1
MADHYA PRADESH,BHOPAL,PAUNI,NA,HORTICULTURE,Others,Others,Nutrient Management,Farmer asked about government subsidy for Tomato?,2025-01-19T21:04:00,2025,1
KARNATAKA,MYSURU,PUSAD,NA,HORTICULTURE,Others,Others,Seeds,Farmer asked query on Weather,2025-03-04T23:45:00,2025,3
MADHYA PRADESH,BHOPAL,UMARKHED,NA,HORTICULTURE,Others,Others,Market,Farmer asked about pest control in Tomato?,2025-02-05T11:07:00,2025,2
TELANGANA,KARIMNAGAR,UMARKHED,NA,AGRICULTURE,Others,Others,Plant Protection,Farmer asked about weather impact on Rice?,2025-01-06T14:15:00,2025,1
UTTAR PRADESH,MEERUT,PAUNI,NA,AGRICULTURE,Others,Others,Plant Protection,Farmer asked about disease management in Orange?,2025-02-19T00:14:00,2025,2
MADHYA PRADESH,UJJAIN,MOHADI,NA,AGRICULTURE,Others,Others,Seeds,Farmer asked about crop insurance for Sesame?,2025-03-06T02:51:00,2025,3
TELANGANA,KARIMNAGAR,PUSAD,NA,AGRICULTURE,Others,Others,Government Schemes,FARMER ASKED ABOUT HARVESTIN TIME OF GROUNDNUT?,2025-03-03T16:18:00,2025,3
TELANGANA,WARANGAL,PAUNI,NA,HORTICULTURE,Others,Others,Weather,Farmer asked about fertilizer dose for Turmeric?,2025-01-01T06:08:00,2025,1
MADHYA PRADESH,UJJAIN,PUSAD,NA,HORTICULTURE,Others,Others,Plant Protection,Farmer asked about irrigation schedule for Sesame?,2025-02-27T06:48:00,2025,2
TELANGANA,WARANGAL,PUSAD,NA,AGRICULTURE,Others,Others,Nutrient Management,Farmer asked about government subsidy for Sesame?,2025-01-11T20:59:00,2025,1
UTTAR PRADESH,LUCKNOW,MOHADI,NA,HORTICULTURE,Others,Others,Weather,Farmer asked about weather impact on Onion?,2025-01-27T02:44:00,2025,1
UTTAR PRADESH,LUCKNOW,PUSAD,NA,HORTICULTURE,Others,Others,Market,Farmer asked about suitable variety for Rice?,2025-01-07T05:48:00,2025,1
TELANGANA,WARANGAL,PUSAD,NA,AGRICULTURE,Others,Others,Market,Farmer asked about nutrient spray for flowering in Soybean?,2025-02-27T10:23:00,2025,2
MAHARASHTRA,AKOLA,PAUNI,NA,AGRICULTURE,Others,Others,Weather,Farmer asked about post harvest management in turmeric seed storage ?,2025-02-06T18:51:00,2025,2
UTTAR PRADESH,LUCKNOW,PAUNI,NA,HORTICULTURE,Others,Others,Seeds,Farmer asked about weed management in Groundnut?,2025-03-02T17:55:00,2025,3
MAHARASHTRA,AKOLA,MOHADI,NA,AGRICULTURE,Others,Others,Weather,FARMER ASKED ABOUT STATUS OF PRADHANMANTRI KISAN SANMAN NIDHI YOJANA ?,2025-03-07T09:01:00,2025,3
MADHYA PRADESH,UJJAIN,MOHADI,NA,AGRICULTURE,Others,Others,Weather,Farmer asked about pest control in Bengal gram?,2025-03-01T13:00:00,2025,3
TELANGANA,WARANGAL,RALEGAON,NA,HORTICULTURE,Others,Others,Nutrient Management,Farmer asked about government subsidy for Green gram?,2025-03-17T05:09:00,2025,3
KARNATAKA,BELAGAVI,PUSAD,NA,HORTICULTURE,Others,Others,Plant Protection,Farmer asked about storage method for Rice?,2025-02-05T19:25:00,2025,2
MAHARASHTRA,AKOLA,SAKOLI,NA,AGRICULTURE,Others,Others,Plant Protection,FARMER ASKED ABOUT AGRISTACK HELPLINE NUMBER ?,2025-02-07T23:22:00,2025,2
MAHARASHTRA,AKOLA,PUSAD,NA,AGRICULTURE,Others,Others,Seeds,Farmer asked about irrigation schedule for Orange?,2025-01-27T10:21:00,2025,1
UTTAR PRADESH,MEERUT,RALEGAON,NA,HORTICULTURE,Others,Others,Weather,FARMER ASKED ABOUT MARKET INFORMATION OF SOYBEAN CROP FROM WARDHA MARKET ?,2025-02-05T12:32:00,2025,2
MADHYA PRADESH,INDORE,MOHADI,NA,AGRICULTURE,Others,Others,Market,Farmer asked about sowing time of Soybean?,2025-01-23T09:14:00,2025,1
UTTAR PRADESH,LUCKNOW,UMARKHED,NA,HORTICULTURE,Others,Others,Seeds,FAMER ASKED ABOUT How to store turmeric rhizomes?,2025-02-23T04:32:00,2025,2
TELANGANA,WARANGAL,PAUNI,NA,AGRICULTURE,Others,Others,Market,Farmer asked about pest control in Tomato?,2025-01-01T17:45:00,2025,1
MAHARASHTRA,AKOLA,PAUNI,NA,HORTICULTURE,Others,Others,Plant Protection,FARMER ASKED ABOUT FERTILIZER DOSES FOR CITRUS CROP ?,2025-03-02T00:57:00,2025,3
MAHARASHTRA,YAVATMAL,UMARKHED,NA,HORTICULTURE,Others,Others,Market,FAMER ASKED ABOUT How to store turmeric rhizomes?,2025-01-21T21:29:00,2025,1
UTTAR PRADESH,KANPUR,UMARKHED,NA,AGRICULTURE,Others,Others,Weather,FARMER ASKED ABOUT FERTILIZER DOSES FOR CITRUS CROP ?,2025-03-08T09:46:00,2025,3
MAHARASHTRA,LATUR,UMARKHED,NA,HORTICULTURE,Others,Others,Market,Farmer asked about fertilizer dose for Sesame?,2025-01-22T06:37:00,2025,1
UTTAR PRADESH,LUCKNOW,MOHADI,NA,AGRICULTURE,Others,Others,Seeds,Farmer asked about disease management in Groundnut?,2025-01-22T17:42:00,2025,1
MADHYA PRADESH,UJJAIN,PAUNI,NA,AGRICULTURE,Others,Others,Nutrient Management,Farmer asked about nutrient spray for flowering in Orange?,2025-01-17T13:38:00,2025,1
MAHARASHTRA,NAGPUR,MOHADI,NA,HORTICULTURE,Others,Others,Plant Protection,FARMER ASKED ABOUT STATUS OF PRADHANMANTRI KISAN SANMAN NIDHI YOJANA ?,2025-03-18T05:04:00,2025,3
KARNATAKA,HUBBALLI,PUSAD,NA,AGRICULTURE,Others,Others,Plant Protection,Farmer asked about fertilizer dose for Watermelon?,2025-02-24T08:50:00,2025,2
KARNATAKA,HUBBALLI,SAKOLI,NA,AGRICULTURE,Others,Others,Government Schemes,FARMER ASKED ABOUT MARKET INFORMATION OF SOYBEAN CROP FROM WARDHA MARKET ?,2025-03-02T01:48:00,2025,3
KARNATAKA,HUBBALLI,UMARKHED,NA,HORTICULTURE,Others,Others,Government Schemes,FARMER ASKED ABOUT WHICH VARIETIES ARE SUTAIBLE FOR PIGEON PEA CROP PRODUCTION ?,2025-02-14T23:28:00,2025,2
MADHYA PRADESH,UJJAIN,PUSAD,NA,AGRICULTURE,Others,Others,Seeds,Farmer asked about suitable variety for Onion?,2025-03-02T17:08:00,2025,3
TELANGANA,KARIMNAGAR,MOHADI,NA,HORTICULTURE,Others,Others,Weather,FAMER ASKED ABOUT How to store turmeric rhizomes?,2025-01-21T13:33:00,2025,1
MAHARASHTRA,YAVATMAL,MOHADI,NA,HORTICULTURE,Others,Others,Nutrient Management,Farmer asked about fertilizer dose for Tomato?,2025-03-24T10:32:00,2025,3
TELANGANA,WARANGAL,PAUNI,NA,AGRICULTURE,Others,Others,Seeds,Farmer asked about government subsidy for Turmeric?,2025-03-18T10:53:00,2025,3
MAHARASHTRA,WARDHA,PAUNI,NA,HORTICULTURE,Others,Others,Weather,FARMER ASKED ABOUT MARKET RATE OF GREEN GRAM IN PUSAD MARKET ?,2025-02-03T11:40:00,2025,2
UTTAR PRADESH,LUCKNOW,PUSAD,NA,AGRICULTURE,Others,Others,Seeds,Farmer asked about weather impact on Pigeon pea?,2025-02-11T23:01:00,2025,2
KARNATAKA,BELAGAVI,MOHADI,NA,AGRICULTURE,Others,Others,Nutrient Management,FARMER ASKED ABOUT HARVESTIN TIME OF GROUNDNUT?,2025-03-04T07:34:00,2025,3
UTTAR PRADESH,MEERUT,PAUNI,NA,HORTICULTURE,Others,Others,Government Schemes,Farmer asked about nutrient spray for flowering in Wheat?,2025-03-11T10:10:00,2025,3
MADHYA PRADESH,UJJAIN,PUSAD,NA,AGRICULTURE,Others,Others,Plant Protection,Farmer asked about government subsidy for Wheat?,2025-02-27T09:40:00,2025,2
MADHYA PRADESH,BHOPAL,PAUNI,NA,AGRICULTURE,Others,Others,Weather,FARMER ASKED ABOUT MARKET RATE OF BENGAL GRAM?,2025-03-18T04:58:00,2025,3
KARNATAKA,MYSURU,RALEGAON,NA,HORTICULTURE,Others,Others,Market,FARMER ASKED ABOUT DRIP IRRIGATION SCHEMES ?,2025-01-10T17:52:00,2025,1
TELANGANA,KARIMNAGAR,RALEGAON,NA,HORTICULTURE,Others,Others,Nutrient Management,Farmer asked about fertilizer dose for Watermelon?,2025-01-07T14:20:00,2025,1
MAHARASHTRA,LATUR,PAUNI,NA,HORTICULTURE,Others,Others,Weather,FARMER ASKED ABOUT CONTROL OF BLIGHT ATTACK ON PADDY CROP ?,2025-02-09T04:52:00,2025,2
UTTAR PRADESH,KANPUR,MOHADI,NA,HORTICULTURE,Others,Others,Plant Protection,FARMER ASKED ABOUT KISAN CREDIT CARD?,2025-01-25T09:55:00,2025,1
KARNATAKA,HUBBALLI,PAUNI,NA,AGRICULTURE,Others,Others,Market,FARMER ASKED ABOUT KISAN CREDIT CARD?,2025-03-18T04:19:00,2025,3
KARNATAKA,HUBBALLI,RALEGAON,NA,HORTICULTURE,Others,Others,Weather,Farmer asked about market rate of Green gram?,2025-01-28T18:29:00,2025,1
KARNATAKA,HUBBALLI,SAKOLI,NA,AGRICULTURE,Others,Others,Seeds,Farmer asked about weather impact on Wheat?,2025-03-21T10:44:00,2025,3
KARNATAKA,MYSURU,PAUNI,NA,AGRICULTURE,Others,Others,Nutrient Management,Farmer asked about sowing time of Sesame?,2025-03-12T18:41:00,2025,3
MADHYA PRADESH,BHOPAL,UMARKHED,NA,AGRICULTURE,Others,Others,Weather,Farmer asked about suitable variety for Bengal gram?,2025-03-10T16:02:00,2025,3
TELANGANA,WARANGAL,SAKOLI,NA,AGRICULTURE,Others,Others,Weather,FARMER ASKED ABOUT KISAN CREDIT CARD?,2025-03-23T09:45:00,2025,3
UTTAR PRADESH,MEERUT,SAKOLI,NA,AGRICULTURE,Others,Others,Plant Protection,Farmer asked about disease management in Rice?,2025-01-30T12:53:00,2025,1
KARNATAKA,HUBBALLI,PAUNI,NA,AGRICULTURE,Others,Others,Government Schemes,Farmer asked about government subsidy for Sugarcane?,2025-03-10T16:28:00,2025,3
UTTAR PRADESH,KANPUR,SAKOLI,NA,AGRICULTURE,Others,Others,Nutrient Management,Farmer asked about fertilizer dose for Wheat?,2025-01-25T06:19:00,2025,1
TELANGANA,KARIMNAGAR,PUSAD,NA,HORTICULTURE,Others,Others,Seeds,FARMER ASKED ABOUT USE OF NUTRIENT APPLICATION THROUGH SPRAY FOR INCREASING SIZE AND QUALITY OF ONION ?,2025-02-01T13:04:00,2025,2
TELANGANA,WARANGAL,PUSAD,NA,HORTICULTURE,Others,Others,Nutrient Management,FARMER ASKED ABOUT MARKET RATE OF TUR IN LATUR MARKET?,2025-03-23T05:25:00,2025,3
TELANGANA,WARANGAL,UMARKHED,NA,HORTICULTURE,Others,Others,Market,FARMER ASKED ABOUT PRADHANMANTRI FASAL BIMA YOJANA HELPLINE NUMBER?,2025-01-25T17:09:00,2025,1
UTTAR PRADESH,LUCKNOW,PUSAD,NA,AGRICULTURE,Others,Others,Government Schemes,Farmer asked about weed management in Sesame?,2025-03-18T07:03:00,2025,3
TELANGANA,WARANGAL,UMARKHED,NA,HORTICULTURE,Others,Others,Weather,FARMER ASKED ABOUT WHICH VARIETIES ARE SUTAIBLE FOR PIGEON PEA CROP PRODUCTION ?,2025-03-25T05:31:00,2025,3
MADHYA PRADESH,BHOPAL,PAUNI,NA,HORTICULTURE,Others,Others,Market,Farmer asked about suitable variety for Sesame?,2025-03-13T08:48:00,2025,3
UTTAR PRADESH,LUCKNOW,PAUNI,NA,HORTICULTURE,Others,Others,Nutrient Management,Farmer asked about crop insurance for Maize?,2025-03-10T15:33:00,2025,3
MAHARASHTRA,NAGPUR,MOHADI,NA,HORTICULTURE,Others,Others,Nutrient Management,FARMER ASKED ABOUT FERTILIZER DOSE FOR SOYBEAN CROP?,2025-02-13T18:14:00,2025,2
TELANGANA,WARANGAL,MOHADI,NA,AGRICULTURE,Others,Others,Seeds,FARMER ASKED ABOUT STATUS OF PRADHANMANTRI KISAN SANMAN NIDHI YOJANA ?,2025-02-06T23:49:00,2025,2
UTTAR PRADESH,KANPUR,MOHADI,NA,HORTICULTURE,Others,Others,Market,Farmer asked about nutrient spray for flowering in Sesame?,2025-03-15T05:47:00,2025,3
MADHYA PRADESH,INDORE,UMARKHED,NA,HORTICULTURE,Others,Others,Plant Protection,FARMER ASKED ABOUT CONTROL BLIGHT ATTACK IN GREEN GRAM ?,2025-01-31T07:22:00,2025,1
TELANGANA,KARIMNAGAR,RALEGAON,NA,HORTICULTURE,Others,Others,Government Schemes,FARMER ASKED ABOUT MARKET RATE OF BENGAL GRAM?,2025-02-24T19:01:00,2025,2
MAHARASHTRA,LATUR,SAKOLI,NA,HORTICULTURE,Others,Others,Weather,Farmer asked about crop insurance for Sesame?,2025-03-17T09:39:00,2025,3
UTTAR PRADESH,MEERUT,SAKOLI,NA,AGRICULTURE,Others,Others,Plant Protection,FARMER ASKED ABOUT CONTROL OF BLIGHT ATTACK ON PADDY CROP ?,2025-03-06T04:53:00,2025,3
UTTAR PRADESH,KANPUR,SAKOLI,NA,AGRICULTURE,Others,Others,Market,Farmer asked about pest control in Watermelon?,2025-01-25T15:21:00,2025,1
UTTAR PRADESH,MEERUT,RALEGAON,NA,HORTICULTURE,Others,Others,Government Schemes,FARMER ASKED ABOUT CONTROL BLIGHT ATTACK IN GREEN GRAM ?,2025-03-12T14:02:00,2025,3
TELANGANA,KARIMNAGAR,SAKOLI,NA,HORTICULTURE,Others,Others,Plant Protection,Farmer asked about fertilizer dose for Pigeon pea?,2025-01-23T10:23:00,2025,1
TELANGANA,KARIMNAGAR,RALEGAON,NA,HORTICULTURE,Others,Others,Nutrient Management,FARMER ASKED ABOUT FERTILIZER DOSES FOR CITRUS CROP ?,2025-02-18T00:03:00,2025,2
KARNATAKA,BELAGAVI,PAUNI,NA,AGRICULTURE,Others,Others,Seeds,FARMER ASKED ABOUT AGRISTACK HELPLINE NUMBER ?,2025-01-31T14:25:00,2025,1
UTTAR PRADESH,KANPUR,SAKOLI,NA,HORTICULTURE,Others,Others,Seeds,Farmer asked about weed management in Wheat?,2025-02-14T15:27:00,2025,2
MADHYA PRADESH,UJJAIN,RALEGAON,NA,HORTICULTURE,Others,Others,Plant Protection,FARMER ASKED ABOUT FARMER ID CARD PROBLEM?,2025-01-02T00:55:00,2025,1
MADHYA PRADESH,INDORE,MOHADI,NA,AGRICULTURE,Others,Others,Seeds,FARMER ASKED ABOUT USE OF NUTRIENT APPLICATION THROUGH SPRAY FOR INCREASING SIZE AND QUALITY OF ONION ?,2025-01-16T17:24:00,2025,1
MADHYA PRADESH,UJJAIN,RALEGAON,NA,AGRICULTURE,Others,Others,Market,Farmer asked about fertilizer dose for Sugarcane?,2025-01-13T08:46:00,2025,1
MAHARASHTRA,NAGPUR,RALEGAON,NA,AGRICULTURE,Others,Others,Seeds,Farmer asked about suitable variety for Bengal gram?,2025-03-04T17:19:00,2025,3
TELANGANA,KARIMNAGAR,SAKOLI,NA,AGRICULTURE,Others,Others,Nutrient Management,Farmer asked about weather impact on Green gram?,2025-01-03T19:47:00,2025,1
MAHARASHTRA,YAVATMAL,PAUNI,NA,AGRICULTURE,Others,Others,Seeds,Farmer asked about pest control in Wheat?,2025-01-18T01:36:00,2025,1
UTTAR PRADESH,LUCKNOW,MOHADI,NA,HORTICULTURE,Others,Others,Market,FARMER ASKED ABOUT HARVESTIN TIME OF GROUNDNUT?,2025-01-20T03:37:00,2025,1
UTTAR PRADESH,LUCKNOW,RALEGAON,NA,HORTICULTURE,Others,Others,Seeds,Farmer asked about weather impact on Cotton?,2025-03-04T10:04:00,2025,3
MADHYA PRADESH,UJJAIN,UMARKHED,NA,AGRICULTURE,Others,Others,Market,Farmer asked about nutrient spray for flowering in Rice?,2025-02-03T17:53:00,2025,2
UTTAR PRADESH,KANPUR,MOHADI,NA,HORTICULTURE,Others,Others,Weather,FARMER ASKED ABOUT STATUS OF PRADHANMANTRI KISAN SANMAN NIDHI YOJANA ?,2025-02-22T14:05:00,2025,2
UTTAR PRADESH,KANPUR,PUSAD,NA,AGRICULTURE,Others,Others,Seeds,Farmer asked about government subsidy for Rice?,2025-01-26T13:14:00,2025,1
KARNATAKA,HUBBALLI,SAKOLI,NA,AGRICULTURE,Others,Others,Government Schemes,FARMER ASKED ABOUT FERTILIZER DOSES FOR CITRUS CROP ?,2025-03-06T18:23:00,2025,3
UTTAR PRADESH,KANPUR,RALEGAON,NA,AGRICULTURE,Others,Others,Seeds,Farmer asked about weather impact on Bengal gram?,2025-02-05T13:50:00,2025,2
KARNATAKA,HUBBALLI,MOHADI,NA,AGRICULTURE,Others,Others,Market,Farmer asked about fertilizer dose for Bengal gram?,2025-01-01T15:09:00,2025,1
UTTAR PRADESH,KANPUR,SAKOLI,NA,HORTICULTURE,Others,Others,Nutrient Management,"FARMER ASKED ABOUT SPRAY FOR CONTROL OF APHIDS, JASSIDS, THRIPS, WHITEFLY ATTACK ON CROP ?",2025-03-18T06:25:00,2025,3
TELANGANA,KARIMNAGAR,MOHADI,NA,AGRICULTURE,Others,Others,Market,Farmer asked about crop insurance for Chilli?,2025-02-04T15:51:00,2025,2
KARNATAKA,MYSURU,SAKOLI,NA,AGRICULTURE,Others,Others,Market,FARMER ASKED ABOUT DRIP IRRIGATION SCHEMES ?,2025-01-13T02:58:00,2025,1
MAHARASHTRA,NAGPUR,RALEGAON,NA,HORTICULTURE,Others,Others,Weather,FARMER ASKED ABOUT MARKET RATE OF GREEN GRAM IN PUSAD MARKET ?,2025-03-11T05:59:00,2025,3
TELANGANA,WARANGAL,MOHADI,NA,HORTICULTURE,Others,Others,Nutrient Management,Farmer asked about irrigation schedule for Wheat?,2025-02-24T14:51:00,2025,2
UTTAR PRADESH,LUCKNOW,UMARKHED,NA,AGRICULTURE,Others,Others,Government Schemes,Farmer asked about storage method for Sesame?,2025-01-07T09:15:00,2025,1
TELANGANA,WARANGAL,RALEGAON,NA,AGRICULTURE,Others,Others,Seeds,FARMER ASKED ABOUT MARKET RATE OF TURMERIC CROP?,2025-03-02T07:14:00,2025,3
UTTAR PRADESH,KANPUR,SAKOLI,NA,AGRICULTURE,Others,Others,Plant Protection,Farmer asked about pest control in Cotton?,2025-01-10T09:47:00,2025,1
TELANGANA,WARANGAL,MOHADI,NA,HORTICULTURE,Others,Others,Plant Protection,FARMER ASKED ABOUT SOWING TIME TURMERIC CROP?,2025-02-13T17:21:00,2025,2
UTTAR PRADESH,LUCKNOW,SAKOLI,NA,AGRICULTURE,Others,Others,Plant Protection,Farmer asked about government subsidy for Soybean?,2025-01-21T09:48:00,2025,1
MADHYA PRADESH,UJJAIN,UMARKHED,NA,AGRICULTURE,Others,Others,Market,Farmer asked about crop insurance for Pigeon pea?,2025-01-11T02:33:00,2025,1
TELANGANA,KARIMNAGAR,MOHADI,NA,AGRICULTURE,Others,Others,Market,Farmer asked about nutrient spray for flowering in Onion?,2025-03-02T06:11:00,2025,3
MADHYA PRADESH,UJJAIN,UMARKHED,NA,AGRICULTURE,Others,Others,Market,Farmer asked about post harvest management in turmeric seed storage ?,2025-01-10T13:30:00,2025,1
TELANGANA,WARANGAL,MOHADI,NA,HORTICULTURE,Others,Others,Government Schemes,Farmer asked about post harvest management in turmeric seed storage ?,2025-02-10T05:49:00,2025,2
